landmark_kind,group,fixed_feature_index,moving_feature_index,src_x,src_y,dst_x,dst_y,dx,dy,motion_um,used_for_transform,tear_like_motion
reciprocal_contour_centroid,Plasma,2284,1488,5376.047149881877,4697.258389070985,4913.859151524999,4749.990744580555,-462.18799835687787,52.73235550956997,465.18646491780584,True,True
reciprocal_contour_centroid,Plasma,2285,1492,5153.450168815639,4546.187264049881,4926.984468175,4757.758021866665,-226.46570064063872,211.57075781678395,309.91756828199277,True,True
reciprocal_contour_centroid,Plasma,2087,1494,785.0724688755602,634.553539956611,884.3869189374999,415.85002872916664,99.31445006193974,-218.70351122744432,240.1969729499487,True,True
reciprocal_contour_centroid,Plasma,2090,1495,829.0502508542891,720.8904272545882,756.818390798976,602.5224468150454,-72.23186005531306,-118.36798043954275,138.66657996931454,True,True
reciprocal_contour_centroid,Plasma,2270,1503,3961.790777556307,3624.1785811660225,3928.562940094894,4176.008870581159,-33.227837461412946,551.8302894151361,552.8297726229612,True,True
reciprocal_contour_centroid,Plasma,2277,1505,4700.907080527411,4746.586579131454,4570.086726332974,4549.056345519094,-130.82035419443764,-197.53023361235955,236.9222620660867,True,True
reciprocal_contour_centroid,Plasma,2203,1506,3012.572467250201,3008.8176726362035,3105.3496024646624,3072.2588546448683,92.7771352144614,63.44118200866478,112.39386279178674,True,True
reciprocal_contour_centroid,Plasma,2135,1514,797.2253935533276,1404.2468677811326,759.8952784741103,1510.094635408154,-37.33011507921731,105.84776762702154,112.23763808745957,True,True
reciprocal_contour_centroid,Plasma,2138,1516,809.1486398685413,1531.574330906159,700.6324848694446,1639.1961985527778,-108.51615499909667,107.62186764661874,152.8339696910811,True,True
reciprocal_contour_centroid,Plasma,2116,1519,87.19867295895719,1166.7672051687618,306.8729833625,1114.9049829208332,219.67431040354282,-51.862222247928685,225.71329767598016,True,True
reciprocal_contour_centroid,Plasma,2144,1521,645.9035777060028,1720.3840071773018,700.6324848458333,1674.148946245833,54.72890713983054,-46.23506093146875,71.64449829579954,True,True
reciprocal_contour_centroid,Plasma,2120,1523,371.2594077773797,1726.1840372570705,175.61981611874998,1169.2759237866667,-195.6395916586297,-556.9081134704038,590.2723919289463,True,True
reciprocal_contour_centroid,Plasma,2283,1524,4281.095891527855,5248.647389011133,4057.5070646267104,4853.8568791163,-223.58882690114478,-394.7905098948331,453.7086181879868,True,True
reciprocal_contour_centroid,Plasma,2282,1526,3824.672086981475,5019.852582495731,4073.8388815687504,4687.852526492398,249.1667945872755,-332.00005600333316,415.10014299095815,True,True
reciprocal_contour_centroid,Plasma,2286,1527,3806.62614544866,5057.757803074055,4022.0239057470653,4999.711247122432,215.3977602984055,-58.046555951623304,223.0820427542618,True,True
reciprocal_contour_centroid,Fibroblast,787,1528,6462.113550788143,2634.9485633396407,6475.749232220948,2742.025175743887,13.63568143280554,107.07661240424613,107.94133931032223,True,True
reciprocal_contour_centroid,Fibroblast,871,1529,7421.419192071152,2462.7456584920724,7491.642547797061,2495.242849451461,70.22335572590873,32.49719095938872,77.37820823499659,True,True
reciprocal_contour_centroid,Fibroblast,903,1532,7322.562399596256,2948.5080470146995,7569.548234258334,2761.5677638458333,246.98583466207765,-186.94028316886624,309.75582641005974,True,True
reciprocal_contour_centroid,Fibroblast,940,1535,7036.205226813802,3183.570047528492,7132.729970362322,3194.681957807308,96.52474354851984,11.11191027881614,97.16223889532384,True,True
reciprocal_contour_centroid,Fibroblast,835,1536,5796.698895868492,1762.116629621731,5638.322905064895,2134.0194544370056,-158.37599080359723,371.9028248152747,404.2210602734623,True,True
reciprocal_contour_centroid,Fibroblast,758,1539,5405.351947077201,1632.8654489564258,5408.211358274357,1581.6505372481458,2.859411197156078,-51.21491170827994,51.294672371322655,True,True
reciprocal_contour_centroid,Fibroblast,796,1542,5333.231900939873,1665.2412311568253,5276.992914087499,1883.8654325458333,-56.23898685237418,218.62420138900802,225.74181064916408,True,True
reciprocal_contour_centroid,Fibroblast,789,1543,5593.943515435393,2162.1376131040597,5142.87280782826,1859.7616135328897,-451.07070760713304,-302.37599957117004,543.0433024887278,True,True
reciprocal_contour_centroid,Fibroblast,781,1544,5195.454479512495,1679.6205177875142,5276.992914087501,1740.1708030597222,81.53843457500625,60.55028527220793,101.5620665380945,True,True
reciprocal_contour_centroid,Fibroblast,866,1545,5589.506298445822,2280.8492008152343,5469.497559288376,2419.8075640697416,-120.00873915744614,138.95836325450728,183.60698296233602,True,True
reciprocal_contour_centroid,Fibroblast,722,1546,4356.789032904368,1216.571411055759,4397.339813820981,1299.737925301295,40.5507809166138,83.16651424553606,92.52586084279444,True,True
reciprocal_contour_centroid,Fibroblast,886,1554,5706.092775934094,2682.123861121831,5606.7723771695855,2635.41214754345,-99.32039876450835,-46.71171357838102,109.75666629489827,True,True
reciprocal_contour_centroid,Fibroblast,1011,1555,6249.019540676853,3324.3167484169794,5907.219536883213,3717.2607594367405,-341.8000037936399,392.9440110197611,520.7996144292259,True,True
reciprocal_contour_centroid,Fibroblast,880,1560,5560.191718806057,2607.499072373207,5329.494180899999,2520.7821685666668,-230.69753790605773,-86.71690380654036,246.45724862886408,True,True
reciprocal_contour_centroid,Fibroblast,764,1563,4226.082900307003,1516.668805315412,4233.634404067262,1619.778005393155,7.551503760259038,103.1092000777428,103.38535848810122,True,True
reciprocal_contour_centroid,Fibroblast,756,1565,4272.313570970188,1597.549330995931,4288.2190546875,1542.1052326416666,15.905483717311654,-55.4440983542645,57.680433897457995,True,True
reciprocal_contour_centroid,Fibroblast,742,1566,4116.533623234288,1483.2752432036243,4576.976022475,1398.4106032027778,460.4423992407119,-84.86464000084652,468.19783226860034,True,True
reciprocal_contour_centroid,Fibroblast,1027,1568,6334.739890945209,3730.9986581586872,5889.507694275,3794.6156406083333,-445.2321966702084,63.616982449646,449.7541877601338,True,True
reciprocal_contour_centroid,Fibroblast,1058,1571,6275.284807852586,3856.1729324898747,5730.238500205176,3995.7472414215194,-545.0463076474098,139.57430893164474,562.6335087726477,True,True
reciprocal_contour_centroid,Fibroblast,927,1572,5553.658487294915,3127.0164056747267,5450.133666146011,3004.0075016095166,-103.52482114890427,-123.00890406521012,160.77493297537612,True,True
reciprocal_contour_centroid,Fibroblast,808,1576,4128.164271053587,2131.4383954251416,4113.511248061869,2020.8031622455956,-14.65302299171799,-110.63523317954605,111.60137052692652,True,True
reciprocal_contour_centroid,Fibroblast,693,1577,1945.4250866432642,417.8188345584992,1443.4138888222735,188.04797039533514,-502.0111978209907,-229.77086416316405,552.0959090193959,True,True
reciprocal_contour_centroid,Fibroblast,731,1579,3192.021920940511,1484.6158566965007,3436.3992574351832,1267.543749825437,244.37733649467236,-217.07210687106362,326.86477658761703,True,True
reciprocal_contour_centroid,Fibroblast,836,1581,4007.679141959633,2243.154260650974,4219.335447996953,2149.808375914053,211.65630603732006,-93.34588473692065,231.32627624781878,True,True
reciprocal_contour_centroid,Fibroblast,837,1582,3797.3611325352917,2138.0449639104963,3868.2089195500002,2163.487414208333,70.8477870147085,25.442450297836785,75.27766735253819,True,True
reciprocal_contour_centroid,Fibroblast,850,1585,3735.32413949068,2131.8738992102303,3745.7059635124997,2217.8583550458334,10.381824021819739,85.98445583560306,86.60894246765056,True,True
reciprocal_contour_centroid,Fibroblast,847,1586,3933.6861030159284,2333.2902873731787,3942.5857144272554,2202.3238005708668,8.899611411326987,-130.96648680231192,131.26851773602368,True,True
reciprocal_contour_centroid,Fibroblast,691,1587,966.4658804388652,274.391052676509,1035.0849997277162,197.76998937183583,68.61911928885104,-76.62106330467316,102.85606872672268,True,True
reciprocal_contour_centroid,Fibroblast,832,1588,3096.3887659751263,1925.6264790088744,3508.5240015457234,2133.2405169273816,412.13523557059716,207.61403791850717,461.4748542874887,True,True
reciprocal_contour_centroid,Fibroblast,1080,1590,5559.084134349259,4485.942179287747,5540.687548743083,4151.335041089512,-18.396585606175904,-334.6071381982356,335.11247558868723,True,True
reciprocal_contour_centroid,Fibroblast,696,1591,899.6724493185018,223.25097442235958,831.885652125,400.3154742041667,-67.7867971935018,177.06449978180714,189.59664278866998,True,True
