,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1,0.0,181.0597844491634,181.0597844491634,181.0597844491634,181.0597844491634,181.0597844491634,222.67311364796,222.67311364796,181.0597844491634,222.67311364796,222.67311364796,181.0597844491634,181.0597844491634,181.0597844491634,181.0597844491634,24.77967253531434,222.67311364796,222.67311364796,74.56546924947014,181.0597844491634,755.549497214886,134.07979767694715,755.549497214886,181.0597844491634,755.549497214886
2,181.0597844491634,0.0,42.7589391360672,94.7401400198305,53.03286667061445,42.7589391360672,222.67311364796,222.67311364796,63.35095810540415,222.67311364796,222.67311364796,63.35095810540415,42.7589391360672,46.838020220763006,39.184840266092586,181.0597844491634,222.67311364796,222.67311364796,181.0597844491634,149.12785604217078,755.549497214886,181.0597844491634,755.549497214886,113.40235994650273,755.549497214886
3,181.0597844491634,42.7589391360672,0.0,94.7401400198305,53.03286667061445,25.797026794289245,222.67311364796,222.67311364796,63.35095810540415,222.67311364796,222.67311364796,63.35095810540415,35.08565727954049,46.838020220763006,42.7589391360672,181.0597844491634,222.67311364796,222.67311364796,181.0597844491634,149.12785604217078,755.549497214886,181.0597844491634,755.549497214886,113.40235994650273,755.549497214886
4,181.0597844491634,94.7401400198305,94.7401400198305,0.0,94.7401400198305,94.7401400198305,222.67311364796,222.67311364796,94.7401400198305,222.67311364796,222.67311364796,94.7401400198305,94.7401400198305,94.7401400198305,94.7401400198305,181.0597844491634,222.67311364796,222.67311364796,181.0597844491634,149.12785604217078,755.549497214886,181.0597844491634,755.549497214886,113.40235994650273,755.549497214886
5,181.0597844491634,53.03286667061445,53.03286667061445,94.7401400198305,0.0,53.03286667061445,222.67311364796,222.67311364796,63.35095810540415,222.67311364796,222.67311364796,63.35095810540415,53.03286667061445,53.03286667061445,53.03286667061445,181.0597844491634,222.67311364796,222.67311364796,181.0597844491634,149.12785604217078,755.549497214886,181.0597844491634,755.549497214886,113.40235994650273,755.549497214886
6,181.0597844491634,42.7589391360672,25.797026794289245,94.7401400198305,53.03286667061445,0.0,222.67311364796,222.67311364796,63.35095810540415,222.67311364796,222.67311364796,63.35095810540415,35.08565727954049,46.838020220763006,42.7589391360672,181.0597844491634,222.67311364796,222.67311364796,181.0597844491634,149.12785604217078,755.549497214886,181.0597844491634,755.549497214886,113.40235994650273,755.549497214886
7,222.67311364796,222.67311364796,222.67311364796,222.67311364796,222.67311364796,222.67311364796,0.0,114.51528354017752,222.67311364796,19.50796289991252,114.51528354017752,222.67311364796,222.67311364796,222.67311364796,222.67311364796,222.67311364796,114.51528354017752,52.556796635149276,222.67311364796,222.67311364796,755.549497214886,222.67311364796,755.549497214886,222.67311364796,755.549497214886
8,222.67311364796,222.67311364796,222.67311364796,222.67311364796,222.67311364796,222.67311364796,114.51528354017752,0.0,222.67311364796,114.51528354017752,39.50851886204247,222.67311364796,222.67311364796,222.67311364796,222.67311364796,222.67311364796,39.50851886204247,114.51528354017752,222.67311364796,222.67311364796,755.549497214886,222.67311364796,755.549497214886,222.67311364796,755.549497214886
9,181.0597844491634,63.35095810540415,63.35095810540415,94.7401400198305,63.35095810540415,63.35095810540415,222.67311364796,222.67311364796,0.0,222.67311364796,222.67311364796,26.5438003231018,63.35095810540415,63.35095810540415,63.35095810540415,181.0597844491634,222.67311364796,222.67311364796,181.0597844491634,149.12785604217078,755.549497214886,181.0597844491634,755.549497214886,113.40235994650273,755.549497214886
10,222.67311364796,222.67311364796,222.67311364796,222.67311364796,222.67311364796,222.67311364796,19.50796289991252,114.51528354017752,222.67311364796,0.0,114.51528354017752,222.67311364796,222.67311364796,222.67311364796,222.67311364796,222.67311364796,114.51528354017752,52.556796635149276,222.67311364796,222.67311364796,755.549497214886,222.67311364796,755.549497214886,222.67311364796,755.549497214886
